hour,actual,predicted,residual
2452,1.5,30.184122,28.684122
2453,7.6,30.14508,22.54508
2454,4.5,30.119947,25.619947
2455,4.5,30.094643,25.594643
2456,4.5,30.075172,25.575172
2457,3.5000002,30.045853,26.545853
2458,3.5000002,29.999111,26.499111
2459,7.5,29.937677,22.437677
2460,2.2,29.87731,27.677309
2461,6.5,29.827538,23.327538
2462,6.5,29.795206,23.295206
2463,0.99999994,29.786936,28.786936
2464,2.6,29.783293,27.183292
2465,8.099999,29.77785,21.677849
2466,0.8,29.770842,28.970842
2467,3.3999999,29.757826,26.357826
2468,3.7,29.744568,26.044567
2469,3.6000001,29.723473,26.123472
2470,2.5,29.694206,27.194206
2471,3.3,29.661228,26.361229
2472,4.5,29.622187,25.122187
2473,4.1000004,29.57572,25.47572
2474,2.3,29.533234,27.233234
2475,6.7,29.493416,22.793415
2476,4.5,29.462532,24.962532
2477,5.6,29.438046,23.838045
2478,4.4,29.42391,25.02391
2479,2.7,29.415558,26.715557
2480,6.6,29.399471,22.79947
2481,9.8,29.382517,19.582516
2482,6.7999997,29.36539,22.565392
2483,3.3999999,29.352005,25.952005
2484,1.6999999,29.342072,27.64207
2485,0.3,29.340368,29.040369
2486,7.7999997,29.352978,21.552979
2487,6.5,29.382528,22.882528
2488,6.7,29.420345,22.720345
2489,7.2000003,29.475227,22.275227
2490,5.2,29.527088,24.327087
2491,7.4,29.574348,22.174349
2492,8.200001,29.612656,21.412655
2493,6.7999997,29.640251,22.840252
2494,9.0,29.66363,20.66363
2495,4.5,29.679455,25.179455
2496,7.1000004,29.679604,22.579603
2497,5.9,29.671942,23.771942
2498,5.5,29.65753,24.15753
2499,7.5,29.642378,22.142378
2500,5.1,29.638012,24.538012
2501,1.2,29.635809,28.435808
2502,4.7,29.641935,24.941936
2503,2.3,29.641968,27.341969
2504,7.7,29.62448,21.92448
2505,4.8,29.59254,24.792542
2506,5.1,29.55393,24.45393
2507,6.4,29.518072,23.118073
2508,2.4,29.481644,27.081644
2509,4.8,29.449184,24.649185
2510,5.5,29.43253,23.93253
2511,3.8999999,29.440447,25.540447
2512,10.0,29.464703,19.464703
2513,13.0,29.483398,16.483398
2514,14.7,29.503628,14.803628
2515,6.1,29.518257,23.418257
2516,7.7999997,29.524769,21.72477
2517,6.6,29.527391,22.927391
2518,9.5,29.517874,20.017874
2519,9.5,29.505573,20.005573
2520,9.5,29.484484,19.984484
2521,9.5,29.459175,19.959175
2522,9.5,29.427732,19.927732
2523,9.5,29.400408,19.900408
2524,9.5,29.380205,19.880205
2525,9.8,29.368225,19.568226
2526,9.8,29.361721,19.561722
2527,9.8,29.356407,19.556408
2528,9.8,29.337755,19.537754
2529,9.8,29.314081,19.51408
2530,9.8,29.282461,19.48246
2531,9.8,29.2538,19.4538
2532,9.8,29.235624,19.435623
2533,9.8,29.219439,19.419437
2534,9.8,29.219772,19.419773
2535,9.8,29.232803,19.432804
2536,9.8,29.254223,19.454224
2537,9.8,29.288305,19.488304
2538,9.8,29.328823,19.528824
2539,9.8,29.362232,19.562233
2540,9.8,29.396906,19.596905
2541,9.8,29.421478,19.621479
2542,9.8,29.44167,19.64167
2543,9.8,29.453804,19.653805
2544,9.8,29.454103,19.654102
2545,9.8,29.452497,19.652496
2546,9.8,29.441483,19.641483
2547,9.8,29.43275,19.632751
2548,9.8,29.439016,19.639015
2549,9.8,29.45276,19.65276
2550,9.8,29.467178,19.66718
2551,9.8,29.490164,19.690163
2552,9.8,29.48889,19.688889
2553,9.8,29.474693,19.674694
2554,9.8,29.448952,19.648952
2555,9.8,29.418404,19.618404
2556,9.8,29.392612,19.592613
2557,9.8,29.369781,19.569782
2558,9.8,29.35955,19.559551
2559,9.8,29.37368,19.57368
2560,9.8,29.398088,19.598087
2561,9.8,29.42786,19.627861
2562,9.8,29.462734,19.662735
2563,9.8,29.494549,19.69455
2564,9.8,29.518335,19.718334
2565,9.8,29.532925,19.732925
2566,9.8,29.539616,19.739616
2567,9.8,29.544754,19.744755
2568,9.8,29.542664,19.742664
2569,9.8,29.545012,19.74501
2570,9.8,29.532757,19.732758
2571,9.8,29.518272,19.718273
2572,9.8,29.507856,19.707855
2573,9.8,29.509796,19.709797
2574,9.8,29.514845,19.714844
2575,9.8,29.52318,19.723179
2576,9.8,29.515625,19.715626
2577,9.8,29.49351,19.693508
2578,9.8,29.466122,19.666122
2579,9.8,29.442379,19.64238
2580,9.8,29.416925,19.616924
2581,9.8,29.39929,19.599289
2582,9.8,29.392,19.592
2583,9.8,29.400597,19.600597
2584,9.8,29.432673,19.632671
2585,9.8,29.473888,19.67389
2586,9.8,29.51379,19.71379
2587,9.8,29.551474,19.751472
2588,9.8,29.57079,19.77079
2589,9.8,29.590897,19.790897
2590,9.8,29.603333,19.803333
2591,9.8,29.607906,19.807907
2592,9.8,29.60894,19.80894
2593,9.8,29.598248,19.798248
2594,9.8,29.582863,19.782864
2595,9.8,29.564827,19.764828
2596,9.8,29.547539,19.74754
2597,9.8,29.534813,19.734814
2598,9.8,29.530832,19.730831
2599,9.8,29.527697,19.727695
2600,9.8,29.518524,19.718525
2601,9.8,29.504623,19.704624
2602,9.8,29.479183,19.679184
2603,9.8,29.447968,19.647968
2604,9.8,29.424501,19.6245
2605,9.8,29.405325,19.605324
2606,9.8,29.39116,19.59116
2607,9.8,29.396542,19.596542
2608,9.8,29.44317,19.64317
2609,9.8,29.497875,19.697876
2610,9.8,29.559664,19.759663
2611,9.8,29.618183,19.818184
2612,9.8,29.669062,19.86906
