station_id,latitude,longitude,state_name,n_readings,mean_pm25,std_pm25
24-25-1001,39.410191,-76.296946,Maryland,16432,7.2633276533592985,8.864294415896127
27-37-470,44.73846,-93.23725,Minnesota,16457,9.25687549371091,10.039621508437776
32-3-71,36.16976,-115.263038,Nevada,17453,5.436245917607304,5.502380409348254
48-121-34,33.219069,-97.196284,Texas,16272,8.267606932153392,6.327910648485467
49-47-1004,40.46471,-109.561472,Utah,17304,5.911280628756369,5.414966267553446
56-1-11,41.32417,-105.61489,Wyoming,7781,4.87996401490811,4.481551535264242
6-37-9035,34.725389,-118.178601,Californi,7378,4.2960151802656545,3.7225066957010395
6-51-5,37.962069,-119.120278,Californi,17257,4.1535261053485515,6.73519232929486
6-77-1003,37.961578,-121.281414,Californi,16042,10.846590200723101,10.939540789106045
1-97-3,30.770181,-88.087761,Alabama,8116,9.093137013307038,6.272162949338032
15-1-2023,19.555444,-155.102028,Hawaii,13430,3.5206999255398364,4.953907327781721
19-153-5885,41.667032,-93.599221,Iowa,8460,10.928486997635934,9.954784494023247
28-33-2,34.82056,-89.98778,Mississip,17297,10.500919234549425,6.798900861508187
31-79-5,40.915555,-98.378888,Nebraska,16311,6.77806388326896,6.859966552023157
4-21-3015,32.884761,-112.03705,Arizona,15825,9.6146477093207,13.933248902030588
48-141-44,31.765685,-106.455227,Texas,16093,9.162704281365778,8.487780601078578
12-105-6006,28.028889,-81.972222,Florida,15566,7.7142040344340765,3.9276094015543426
38-15-3,46.825425,-100.76821,North Dak,16406,9.755235889308755,12.54282277819377
42-85-100,41.215014,-80.484779,Pennsylva,14015,8.107363539065265,9.300475856361215
28-11-2,33.750838,-90.734175,Mississip,17248,9.850834879406307,6.337272174259335
30-93-5,46.002602,-112.501247,Montana,15841,8.175733855186003,10.152500786907229
33-15-18,42.862531,-71.38014,New Hamps,16838,5.926125430573687,5.389663629642341
4-13-19,33.48378,-112.14256,Arizona,16996,9.972964226876917,13.502101101708853
42-101-76,39.988842,-75.207205,Pennsylva,17016,9.785948519040891,13.128364892632053
48-215-43,26.226343,-98.29085,Texas,8444,9.387778304121278,7.915090966939161
48-453-21,30.263204,-97.712891,Texas,16130,9.725021698698072,7.56053037294794
